continent,country,year,pop,lifeExp,gdpPercap
CHANDIGARH,CHANDIGARH,2006,977660.5,84.165,22.604984041
CHANDIGARH,CHANDIGARH,2007,993065.6,84.618,22.5564152056
CHANDIGARH,CHANDIGARH,2008,1008470.7,85.071,13.3866060759
CHANDIGARH,CHANDIGARH,2009,1023875.8,85.524,14.2595420265
CHANDIGARH,CHANDIGARH,2010,1039280.9,85.977,13.2784120251
CHANDIGARH,CHANDIGARH,2011,1054686,86.43,14.6015022481
CHANDIGARH,CHANDIGARH,2012,1070091.1,86.883,22.5214470058
CHANDIGARH,CHANDIGARH,2013,1085496.2,87.336,44.3115323665
CHANDIGARH,CHANDIGARH,2014,1100901.3,87.789,38.5138976582
CHANDIGARH,CHANDIGARH,2015,1116306.4,88.242,40.6698376001
UTTARAKHAND,UTTARAKHAND,2001,8489349,71.6,8.7639228874
UTTARAKHAND,UTTARAKHAND,2002,8652089.3,72.403,10.0438168154
UTTARAKHAND,UTTARAKHAND,2003,8814829.6,73.206,10.0398991264
UTTARAKHAND,UTTARAKHAND,2004,8977569.9,74.009,10.9383720866
UTTARAKHAND,UTTARAKHAND,2005,9140310.2,74.812,8.555508324
UTTARAKHAND,UTTARAKHAND,2006,9303050.5,75.615,11.1146338505
UTTARAKHAND,UTTARAKHAND,2007,9465790.8,76.418,11.4728924709
UTTARAKHAND,UTTARAKHAND,2008,9628531.1,77.221,11.9228986029
UTTARAKHAND,UTTARAKHAND,2009,9791271.4,78.024,12.0617635009
UTTARAKHAND,UTTARAKHAND,2010,9954011.7,78.827,10.7393886226
UTTARAKHAND,UTTARAKHAND,2011,10116752,79.63,9.7857494184
UTTARAKHAND,UTTARAKHAND,2012,10279492.3,80.433,10.2631527824
UTTARAKHAND,UTTARAKHAND,2013,10442232.6,81.236,16.3375023843
UTTARAKHAND,UTTARAKHAND,2014,10604972.9,82.039,11.6077618642
UTTARAKHAND,UTTARAKHAND,2015,10767713.2,82.842,13.1132764569
HARYANA,HARYANA,2001,21144564,67.9,15.9473612225
HARYANA,HARYANA,2002,21565415.7,68.774,20.1711854782
HARYANA,HARYANA,2003,21986267.4,69.648,18.6934868262
HARYANA,HARYANA,2004,22407119.1,70.522,18.7797457639
HARYANA,HARYANA,2005,22827970.8,71.396,17.8246241668
HARYANA,HARYANA,2006,23248822.5,72.27,19.463351316
HARYANA,HARYANA,2007,23669674.2,73.144,19.2186844718
HARYANA,HARYANA,2008,24090525.9,74.018,20.9708996017
HARYANA,HARYANA,2009,24511377.6,74.892,21.2799137002
HARYANA,HARYANA,2010,24932229.3,75.766,22.0357350877
HARYANA,HARYANA,2011,25353081,76.64,21.3977938224
HARYANA,HARYANA,2012,25773932.7,77.514,22.9767031245
HARYANA,HARYANA,2013,26194784.4,78.388,34.4076128376
HARYANA,HARYANA,2014,26615636.1,79.262,32.525993245
HARYANA,HARYANA,2015,27036487.8,80.136,33.8431532516
DELHI,DELHI,2001,13850507,81.7,15.7972556528
DELHI,DELHI,2002,14140779.8,82.164,15.1335359879
DELHI,DELHI,2003,14431052.6,82.628,22.3268536905
DELHI,DELHI,2004,14721325.4,83.092,24.0671264559
DELHI,DELHI,2005,15011598.2,83.556,27.9117515948
DELHI,DELHI,2006,15301871,84.02,28.8592159743
DELHI,DELHI,2007,15592143.8,84.484,30.3037225709
DELHI,DELHI,2008,15882416.6,84.948,24.2973100202
DELHI,DELHI,2009,16172689.4,85.412,26.0810054263
DELHI,DELHI,2010,16462962.2,85.876,27.1822284813
DELHI,DELHI,2011,16753235,86.34,30.9969984901
DELHI,DELHI,2012,17043507.8,86.804,34.7346336768
DELHI,DELHI,2013,17333780.6,87.268,74.1500097215
DELHI,DELHI,2014,17624053.4,87.732,85.8996489423
DELHI,DELHI,2015,17914326.2,88.196,94.9072815253
RAJASTHAN,RAJASTHAN,2001,56507188,60.4,21.3371084755
RAJASTHAN,RAJASTHAN,2002,57718570.4,61.066,20.6761877803
RAJASTHAN,RAJASTHAN,2003,58929952.8,61.732,19.8048690784
RAJASTHAN,RAJASTHAN,2004,60141335.2,62.398,21.5259604014
RAJASTHAN,RAJASTHAN,2005,61352717.6,63.064,18.6316115197
RAJASTHAN,RAJASTHAN,2006,62564100,63.73,20.2768041097
RAJASTHAN,RAJASTHAN,2007,63775482.4,64.396,22.0241376018
RAJASTHAN,RAJASTHAN,2008,64986864.8,65.062,22.018295611
RAJASTHAN,RAJASTHAN,2009,66198247.2,65.728,25.8994772901
RAJASTHAN,RAJASTHAN,2010,67409629.6,66.394,26.7276353644
RAJASTHAN,RAJASTHAN,2011,68621012,67.06,28.7098651358
RAJASTHAN,RAJASTHAN,2012,69832394.4,67.726,29.9373953587
RAJASTHAN,RAJASTHAN,2013,71043776.8,68.392,39.0379020503
RAJASTHAN,RAJASTHAN,2014,72255159.2,69.058,42.2253584904
RAJASTHAN,RAJASTHAN,2015,73466541.6,69.724,37.4034212058
UTTAR PRADESH,UTTAR PRADESH,2001,166197921,56.3,11.9484045772
UTTAR PRADESH,UTTAR PRADESH,2002,169536276.6,57.642,9.0346445653
UTTAR PRADESH,UTTAR PRADESH,2003,172874632.2,58.984,7.1878677871
UTTAR PRADESH,UTTAR PRADESH,2004,176212987.8,60.326,8.4919960707
UTTAR PRADESH,UTTAR PRADESH,2005,179551343.4,61.668,7.9409041058
UTTAR PRADESH,UTTAR PRADESH,2006,182889699,63.01,8.5718332338
UTTAR PRADESH,UTTAR PRADESH,2007,186228054.6,64.352,10.8152340652
UTTAR PRADESH,UTTAR PRADESH,2008,189566410.2,65.694,12.2321248662
UTTAR PRADESH,UTTAR PRADESH,2009,192904765.8,67.036,11.8923966989
UTTAR PRADESH,UTTAR PRADESH,2010,196243121.4,68.378,10.2067271745
UTTAR PRADESH,UTTAR PRADESH,2011,199581477,69.72,11.2575577342
UTTAR PRADESH,UTTAR PRADESH,2012,202919832.6,71.062,11.3507879959
UTTAR PRADESH,UTTAR PRADESH,2013,206258188.2,72.404,15.1417018992
UTTAR PRADESH,UTTAR PRADESH,2014,209596543.8,73.746,17.0169790748
UTTAR PRADESH,UTTAR PRADESH,2015,212934899.4,75.088,15.0520182884
BIHAR,BIHAR,2001,82998509,47,5.408530893
BIHAR,BIHAR,2002,85079121.8,48.682,5.821639781
BIHAR,BIHAR,2003,87159734.6,50.364,5.9477005337
BIHAR,BIHAR,2004,89240347.4,52.046,7.6725384868
BIHAR,BIHAR,2005,91320960.2,53.728,5.6963921411
BIHAR,BIHAR,2006,93401573,55.41,6.2290171494
BIHAR,BIHAR,2007,95482185.8,57.092,6.8525871556
BIHAR,BIHAR,2008,97562798.6,58.774,7.5182345169
BIHAR,BIHAR,2009,99643411.4,60.456,7.537879218
BIHAR,BIHAR,2010,101724024.2,62.138,7.3237370018
BIHAR,BIHAR,2011,103804637,63.82,8.4919135164
BIHAR,BIHAR,2012,105885249.8,65.502,9.2893014075
BIHAR,BIHAR,2013,107965862.6,67.184,10.7923001951
BIHAR,BIHAR,2014,110046475.4,68.866,11.4069986834
BIHAR,BIHAR,2015,112127088.2,70.548,10.2018166918
SIKKIM,SIKKIM,2001,540851,68.8,4.4374513498
SIKKIM,SIKKIM,2002,547534.7,70.14,5.1138311417
SIKKIM,SIKKIM,2003,554218.4,71.48,6.4956342121
SIKKIM,SIKKIM,2004,560902.1,72.82,8.5576431252
SIKKIM,SIKKIM,2005,567585.8,74.16,10.9234586207
SIKKIM,SIKKIM,2006,574269.5,75.5,8.1843106764
SIKKIM,SIKKIM,2007,580953.2,76.84,9.1229379578
SIKKIM,SIKKIM,2008,587636.9,78.18,8.1683093761
SIKKIM,SIKKIM,2009,594320.6,79.52,6.7303741449
SIKKIM,SIKKIM,2010,601004.3,80.86,6.4891382641
SIKKIM,SIKKIM,2011,607688,82.2,8.8861389397
SIKKIM,SIKKIM,2012,614371.7,83.54,11.0682181487
SIKKIM,SIKKIM,2013,621055.4,84.88,14.9745095204
SIKKIM,SIKKIM,2014,627739.1,86.22,16.0894868585
SIKKIM,SIKKIM,2015,634422.8,87.56,8.1964267362
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2001,1097968,54.3,16.3939204057
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2002,1126432.3,55.565,14.1153622814
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2003,1154896.6,56.83,12.0357095172
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2004,1183360.9,58.095,12.5067508991
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2005,1211825.2,59.36,12.378022837
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2006,1240289.5,60.625,13.5452247237
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2007,1268753.8,61.89,14.5812371163
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2008,1297218.1,63.155,13.4904068946
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2009,1325682.4,64.42,12.3709871987
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2010,1354146.7,65.685,14.0309761121
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2011,1382611,66.95,12.3679039151
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2012,1411075.3,68.215,14.1735880431
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2013,1439539.6,69.48,19.8674631806
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2014,1468003.9,70.745,23.2288211223
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2015,1496468.2,72.01,24.591234214
NAGALAND,NAGALAND,2001,1990036,66.6,1.4572600697
NAGALAND,NAGALAND,2002,1989092.6,67.951,1.1060319665
NAGALAND,NAGALAND,2003,1988149.2,69.302,1.2071528636
NAGALAND,NAGALAND,2004,1987205.8,70.653,1.3083697723
NAGALAND,NAGALAND,2005,1986262.4,72.004,1.6614119061
NAGALAND,NAGALAND,2006,1985319,73.355,1.7125711284
NAGALAND,NAGALAND,2007,1984375.6,74.706,1.4110231954
NAGALAND,NAGALAND,2008,1983432.2,76.057,2.3192121213
NAGALAND,NAGALAND,2009,1982488.8,77.408,2.168990816
NAGALAND,NAGALAND,2010,1981545.4,78.759,1.9681608102
NAGALAND,NAGALAND,2011,1980602,80.11,1.8176291855
NAGALAND,NAGALAND,2012,1979658.6,81.461,2.3741467342
NAGALAND,NAGALAND,2013,1978715.2,82.812,3.3354977007
NAGALAND,NAGALAND,2014,1977771.8,84.163,3.1854028862
NAGALAND,NAGALAND,2015,1976828.4,85.514,4.3504028979
MANIPUR,MANIPUR,2001,2166788,70.5,4.9843362618
MANIPUR,MANIPUR,2002,2222284.8,71.435,7.3797921851
MANIPUR,MANIPUR,2003,2277781.6,72.37,6.0146240535
MANIPUR,MANIPUR,2004,2333278.4,73.305,5.7429923493
MANIPUR,MANIPUR,2005,2388775.2,74.24,5.8188815758
MANIPUR,MANIPUR,2006,2444272,75.175,6.9959480778
MANIPUR,MANIPUR,2007,2499768.8,76.11,7.5206955139
MANIPUR,MANIPUR,2008,2555265.6,77.045,8.2574586376
MANIPUR,MANIPUR,2009,2610762.4,77.98,7.4307796068
MANIPUR,MANIPUR,2010,2666259.2,78.915,7.1260888664
MANIPUR,MANIPUR,2011,2721756,79.85,9.0750236245
MANIPUR,MANIPUR,2012,2777252.8,80.785,10.4059666444
MANIPUR,MANIPUR,2013,2832749.6,81.72,10.0608963108
MANIPUR,MANIPUR,2014,2888246.4,82.655,11.6333564893
MANIPUR,MANIPUR,2015,2943743.2,83.59,9.002143937
MIZORAM,MIZORAM,2001,888573,88.8,13.9549592436
MIZORAM,MIZORAM,2002,908817.1,89.078,16.9451036958
MIZORAM,MIZORAM,2003,929061.2,89.356,15.8224237542
MIZORAM,MIZORAM,2004,949305.3,89.634,9.0592562793
MIZORAM,MIZORAM,2005,969549.4,89.912,9.6952254315
MIZORAM,MIZORAM,2006,989793.5,90.19,12.6288968356
MIZORAM,MIZORAM,2007,1010037.6,90.468,14.9499384973
MIZORAM,MIZORAM,2008,1030281.7,90.746,15.6267941088
MIZORAM,MIZORAM,2009,1050525.8,91.024,14.1833736972
MIZORAM,MIZORAM,2010,1070769.9,91.302,15.8764268588
MIZORAM,MIZORAM,2011,1091014,91.58,14.5735985056
MIZORAM,MIZORAM,2012,1111258.1,91.858,17.9076309995
MIZORAM,MIZORAM,2013,1131502.2,92.136,15.642921419
MIZORAM,MIZORAM,2014,1151746.3,92.414,22.3139418811
MIZORAM,MIZORAM,2015,1171990.4,92.692,12.9693895104
TRIPURA,TRIPURA,2001,3199203,73.2,13.6909098922
TRIPURA,TRIPURA,2002,3246385.9,74.655,16.5106680632
TRIPURA,TRIPURA,2003,3293568.8,76.11,16.3045022773
TRIPURA,TRIPURA,2004,3340751.7,77.565,20.0553665811
TRIPURA,TRIPURA,2005,3387934.6,79.02,24.7938670363
TRIPURA,TRIPURA,2006,3435117.5,80.475,28.0630866339
TRIPURA,TRIPURA,2007,3482300.4,81.93,30.6406650041
TRIPURA,TRIPURA,2008,3529483.3,83.385,40.0908540919
TRIPURA,TRIPURA,2009,3576666.2,84.84,42.3578806432
TRIPURA,TRIPURA,2010,3623849.1,86.295,46.2491663905
TRIPURA,TRIPURA,2011,3671032,87.75,36.9378420019
TRIPURA,TRIPURA,2012,3718214.9,89.205,41.9287223017
TRIPURA,TRIPURA,2013,3765397.8,90.66,43.2092460457
TRIPURA,TRIPURA,2014,3812580.7,92.115,41.4155167916
TRIPURA,TRIPURA,2015,3859763.6,93.57,31.6081534113
MEGHALAYA,MEGHALAYA,2001,2318822,62.6,2.8462728058
MEGHALAYA,MEGHALAYA,2002,2383340.5,63.888,2.9790120212
MEGHALAYA,MEGHALAYA,2003,2447859,65.176,2.7779377816
MEGHALAYA,MEGHALAYA,2004,2512377.5,66.464,4.4977317302
MEGHALAYA,MEGHALAYA,2005,2576896,67.752,5.0448291278
MEGHALAYA,MEGHALAYA,2006,2641414.5,69.04,6.6252381063
MEGHALAYA,MEGHALAYA,2007,2705933,70.328,6.3194469338
MEGHALAYA,MEGHALAYA,2008,2770451.5,71.616,7.3995159273
MEGHALAYA,MEGHALAYA,2009,2834970,72.904,8.3246030822
MEGHALAYA,MEGHALAYA,2010,2899488.5,74.192,8.8981211686
MEGHALAYA,MEGHALAYA,2011,2964007,75.48,9.0080758919
MEGHALAYA,MEGHALAYA,2012,3028525.5,76.768,8.1888034293
MEGHALAYA,MEGHALAYA,2013,3093044,78.056,10.9600768693
MEGHALAYA,MEGHALAYA,2014,3157562.5,79.344,11.337859504
MEGHALAYA,MEGHALAYA,2015,3222081,80.632,9.6521471682
ASSAM,ASSAM,2001,26655528,63.3,15.1863433356
ASSAM,ASSAM,2002,27106902.4,64.288,18.4491755133
ASSAM,ASSAM,2003,27558276.8,65.276,18.8618469788
ASSAM,ASSAM,2004,28009651.2,66.264,20.1216357882
ASSAM,ASSAM,2005,28461025.6,67.252,20.8003748115
ASSAM,ASSAM,2006,28912400,68.24,23.315255738
ASSAM,ASSAM,2007,29363774.4,69.228,23.181624771
ASSAM,ASSAM,2008,29815148.8,70.216,27.10702554
ASSAM,ASSAM,2009,30266523.2,71.204,31.8635871596
ASSAM,ASSAM,2010,30717897.6,72.192,37.4146699415
ASSAM,ASSAM,2011,31169272,73.18,36.7733965683
ASSAM,ASSAM,2012,31620646.4,74.168,42.5987496574
ASSAM,ASSAM,2013,32072020.8,75.156,54.2217158951
ASSAM,ASSAM,2014,32523395.2,76.144,57.773796015
ASSAM,ASSAM,2015,32974769.6,77.132,68.5888037259
WEST BENGAL,WEST BENGAL,2001,80176197,68.6,8.1483036667
WEST BENGAL,WEST BENGAL,2002,81293350.9,69.448,8.3573870738
WEST BENGAL,WEST BENGAL,2003,82410504.8,70.296,10.1176421868
WEST BENGAL,WEST BENGAL,2004,83527658.7,71.144,13.0076673632
WEST BENGAL,WEST BENGAL,2005,84644812.6,71.992,13.9335177641
WEST BENGAL,WEST BENGAL,2006,85761966.5,72.84,14.796768915
WEST BENGAL,WEST BENGAL,2007,86879120.4,73.688,18.9136353181
WEST BENGAL,WEST BENGAL,2008,87996274.3,74.536,23.6134997365
WEST BENGAL,WEST BENGAL,2009,89113428.2,75.384,26.0297471083
WEST BENGAL,WEST BENGAL,2010,90230582.1,76.232,28.8305798262
WEST BENGAL,WEST BENGAL,2011,91347736,77.08,31.6581464044
WEST BENGAL,WEST BENGAL,2012,92464889.9,77.928,33.0774200165
WEST BENGAL,WEST BENGAL,2013,93582043.8,78.776,31.6417539066
WEST BENGAL,WEST BENGAL,2014,94699197.7,79.624,42.0045797283
WEST BENGAL,WEST BENGAL,2015,95816351.6,80.472,32.6937933629
JHARKHAND,JHARKHAND,2001,26945829,53.6,6.8693377368
JHARKHAND,JHARKHAND,2002,27547869.9,55.003,8.3055423461
JHARKHAND,JHARKHAND,2003,28149910.8,56.406,7.8899006671
JHARKHAND,JHARKHAND,2004,28751951.7,57.809,7.957720658
JHARKHAND,JHARKHAND,2005,29353992.6,59.212,7.5492285843
JHARKHAND,JHARKHAND,2006,29956033.5,60.615,8.749489481
JHARKHAND,JHARKHAND,2007,30558074.4,62.018,9.3265038978
JHARKHAND,JHARKHAND,2008,31160115.3,63.421,8.7932922379
JHARKHAND,JHARKHAND,2009,31762156.2,64.824,8.2047326497
JHARKHAND,JHARKHAND,2010,32364197.1,66.227,8.2313180573
JHARKHAND,JHARKHAND,2011,32966238,67.63,8.2356985956
JHARKHAND,JHARKHAND,2012,33568278.9,69.033,10.3013920085
JHARKHAND,JHARKHAND,2013,34170319.8,70.436,14.8228053751
JHARKHAND,JHARKHAND,2014,34772360.7,71.839,12.0986896354
JHARKHAND,JHARKHAND,2015,35374401.6,73.242,13.4504042042
ODISHA,ODISHA,2001,36804660,53.6,13.3053803513
ODISHA,ODISHA,2002,37321615.8,55.585,11.6045350855
ODISHA,ODISHA,2003,37838571.6,57.57,11.9534110532
ODISHA,ODISHA,2004,38355527.4,59.555,12.2146671356
ODISHA,ODISHA,2005,38872483.2,61.54,14.8511222458
ODISHA,ODISHA,2006,39389439,63.525,13.6762546935
ODISHA,ODISHA,2007,39906394.8,65.51,14.5440349325
ODISHA,ODISHA,2008,40423350.6,67.495,17.2128235209
ODISHA,ODISHA,2009,40940306.4,69.48,17.4913199966
ODISHA,ODISHA,2010,41457262.2,71.465,18.1729318344
ODISHA,ODISHA,2011,41974218,73.45,19.8860166972
ODISHA,ODISHA,2012,42491173.8,75.435,24.6545319019
ODISHA,ODISHA,2013,43008129.6,77.42,28.2039700699
ODISHA,ODISHA,2014,43525085.4,79.405,31.9149287643
ODISHA,ODISHA,2015,44042041.2,81.39,35.8066964435
CHHATTISGARH,CHHATTISGARH,2001,20833803,64.7,19.0267710605
CHHATTISGARH,CHHATTISGARH,2002,21304442.3,65.334,16.4942125709
CHHATTISGARH,CHHATTISGARH,2003,21775081.6,65.968,15.2146387364
CHHATTISGARH,CHHATTISGARH,2004,22245720.9,66.602,16.8436888013
CHHATTISGARH,CHHATTISGARH,2005,22716360.2,67.236,15.7947838844
CHHATTISGARH,CHHATTISGARH,2006,23186999.5,67.87,16.1081644048
CHHATTISGARH,CHHATTISGARH,2007,23657638.8,68.504,15.8384360826
CHHATTISGARH,CHHATTISGARH,2008,24128278.1,69.138,16.3418209275
CHHATTISGARH,CHHATTISGARH,2009,24598917.4,69.772,16.1633129432
CHHATTISGARH,CHHATTISGARH,2010,25069556.7,70.406,16.5818648082
CHHATTISGARH,CHHATTISGARH,2011,25540196,71.04,16.3898507278
CHHATTISGARH,CHHATTISGARH,2012,26010835.3,71.674,16.1778733803
CHHATTISGARH,CHHATTISGARH,2013,26481474.6,72.308,26.4071397293
CHHATTISGARH,CHHATTISGARH,2014,26952113.9,72.942,22.7143593364
CHHATTISGARH,CHHATTISGARH,2015,27422753.2,73.576,20.2167884441
MADHYA PRADESH,MADHYA PRADESH,2001,60348023,63.7,24.0339273417
MADHYA PRADESH,MADHYA PRADESH,2002,61572977.2,64.393,24.7218840021
MADHYA PRADESH,MADHYA PRADESH,2003,62797931.4,65.086,23.066046408
MADHYA PRADESH,MADHYA PRADESH,2004,64022885.6,65.779,23.6477938445
MADHYA PRADESH,MADHYA PRADESH,2005,65247839.8,66.472,22.1831098844
MADHYA PRADESH,MADHYA PRADESH,2006,66472794,67.165,21.4749510905
MADHYA PRADESH,MADHYA PRADESH,2007,67697748.2,67.858,22.5989791489
MADHYA PRADESH,MADHYA PRADESH,2008,68922702.4,68.551,21.5690904192
MADHYA PRADESH,MADHYA PRADESH,2009,70147656.6,69.244,22.404169664
MADHYA PRADESH,MADHYA PRADESH,2010,71372610.8,69.937,22.9527823298
MADHYA PRADESH,MADHYA PRADESH,2011,72597565,70.63,22.7404321343
MADHYA PRADESH,MADHYA PRADESH,2012,73822519.2,71.323,22.6462063083
MADHYA PRADESH,MADHYA PRADESH,2013,75047473.4,72.016,29.2708055379
MADHYA PRADESH,MADHYA PRADESH,2014,76272427.6,72.709,36.6921584649
MADHYA PRADESH,MADHYA PRADESH,2015,77497381.8,73.402,30.0939198955
GUJARAT,GUJARAT,2001,50671017,69.1,11.3358687867
GUJARAT,GUJARAT,2002,51642278.1,70.121,10.2842093637
GUJARAT,GUJARAT,2003,52613539.2,71.142,10.7329787843
GUJARAT,GUJARAT,2004,53584800.3,72.163,11.5293888666
GUJARAT,GUJARAT,2005,54556061.4,73.184,11.5184268049
GUJARAT,GUJARAT,2006,55527322.5,74.205,12.966589556
GUJARAT,GUJARAT,2007,56498583.6,75.226,14.5419574731
GUJARAT,GUJARAT,2008,57469844.7,76.247,14.9017281058
GUJARAT,GUJARAT,2009,58441105.8,77.268,13.6308166845
GUJARAT,GUJARAT,2010,59412366.9,78.289,13.6251094215
GUJARAT,GUJARAT,2011,60383628,79.31,14.4757781033
GUJARAT,GUJARAT,2012,61354889.1,80.331,15.5113963037
GUJARAT,GUJARAT,2013,62326150.2,81.352,19.4509045739
GUJARAT,GUJARAT,2014,63297411.3,82.373,16.6942056286
GUJARAT,GUJARAT,2015,64268672.4,83.394,11.5981857438
DAMAN AND DIU,DAMAN AND DIU,2001,158204,78.2,4.4246668858
DAMAN AND DIU,DAMAN AND DIU,2002,166674.7,79.087,2.999855407
DAMAN AND DIU,DAMAN AND DIU,2003,175145.4,79.974,5.7095419006
DAMAN AND DIU,DAMAN AND DIU,2004,183616.1,80.861,3.2676873106
DAMAN AND DIU,DAMAN AND DIU,2005,192086.8,81.748,4.685381817
DAMAN AND DIU,DAMAN AND DIU,2006,200557.5,82.635,3.9888809942
DAMAN AND DIU,DAMAN AND DIU,2007,209028.2,83.522,2.8704260956
DAMAN AND DIU,DAMAN AND DIU,2008,217498.9,84.409,4.1379519621
DAMAN AND DIU,DAMAN AND DIU,2009,225969.6,85.296,3.9828366294
DAMAN AND DIU,DAMAN AND DIU,2010,234440.3,86.183,3.412382598
DAMAN AND DIU,DAMAN AND DIU,2011,242911,87.07,2.0583670563
DAMAN AND DIU,DAMAN AND DIU,2012,251381.7,87.957,3.1824114484
DAMAN AND DIU,DAMAN AND DIU,2013,259852.4,88.844,6.927009333
DAMAN AND DIU,DAMAN AND DIU,2014,268323.1,89.731,2.6087951429
DAMAN AND DIU,DAMAN AND DIU,2015,276793.8,90.618,10.1158335194
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2001,220490,57.6,8.6171708468
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2002,232726.3,59.605,6.4453394395
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2003,244962.6,61.61,4.4904814041
