continent,country,year,pop,lifeExp,gdpPercap
HARYANA,HARYANA,2015,27036487.8,80.136,12.0651766018
DELHI,DELHI,2001,13850507,81.7,6.5845965061
DELHI,DELHI,2002,14140779.8,82.164,4.9290068147
DELHI,DELHI,2003,14431052.6,82.628,3.5756227512
DELHI,DELHI,2004,14721325.4,83.092,5.2033358355
DELHI,DELHI,2005,15011598.2,83.556,6.834715307
DELHI,DELHI,2006,15301871,84.02,14.115920857
DELHI,DELHI,2007,15592143.8,84.484,12.9488287557
DELHI,DELHI,2008,15882416.6,84.948,11.6732865451
DELHI,DELHI,2009,16172689.4,85.412,17.5542850653
DELHI,DELHI,2010,16462962.2,85.876,22.0494948351
DELHI,DELHI,2011,16753235,86.34,25.3682348514
DELHI,DELHI,2012,17043507.8,86.804,26.1800566665
DELHI,DELHI,2013,17333780.6,87.268,41.5316206321
DELHI,DELHI,2014,17624053.4,87.732,53.0524947229
DELHI,DELHI,2015,17914326.2,88.196,52.9687798138
RAJASTHAN,RAJASTHAN,2001,56507188,60.4,0.3857916271
RAJASTHAN,RAJASTHAN,2002,57718570.4,61.066,0.3534391074
RAJASTHAN,RAJASTHAN,2003,58929952.8,61.732,0.4072631804
RAJASTHAN,RAJASTHAN,2004,60141335.2,62.398,0.6700882158
RAJASTHAN,RAJASTHAN,2005,61352717.6,63.064,0.945353397
RAJASTHAN,RAJASTHAN,2006,62564100,63.73,1.5200410459
RAJASTHAN,RAJASTHAN,2007,63775482.4,64.396,1.9631368559
RAJASTHAN,RAJASTHAN,2008,64986864.8,65.062,1.8819187597
RAJASTHAN,RAJASTHAN,2009,66198247.2,65.728,2.1254339193
RAJASTHAN,RAJASTHAN,2010,67409629.6,66.394,1.9552102687
RAJASTHAN,RAJASTHAN,2011,68621012,67.06,2.1728038636
RAJASTHAN,RAJASTHAN,2012,69832394.4,67.726,2.5876242903
RAJASTHAN,RAJASTHAN,2013,71043776.8,68.392,4.0650991967
RAJASTHAN,RAJASTHAN,2014,72255159.2,69.058,5.3698587657
RAJASTHAN,RAJASTHAN,2015,73466541.6,69.724,5.021333412
UTTAR PRADESH,UTTAR PRADESH,2001,166197921,56.3,2.2316765322
UTTAR PRADESH,UTTAR PRADESH,2002,169536276.6,57.642,1.0770556229
UTTAR PRADESH,UTTAR PRADESH,2003,172874632.2,58.984,0.9845284865
UTTAR PRADESH,UTTAR PRADESH,2004,176212987.8,60.326,1.0901580093
UTTAR PRADESH,UTTAR PRADESH,2005,179551343.4,61.668,1.0030557087
UTTAR PRADESH,UTTAR PRADESH,2006,182889699,63.01,0.9661561092
UTTAR PRADESH,UTTAR PRADESH,2007,186228054.6,64.352,1.2071220981
UTTAR PRADESH,UTTAR PRADESH,2008,189566410.2,65.694,2.1512249959
UTTAR PRADESH,UTTAR PRADESH,2009,192904765.8,67.036,1.5992347246
UTTAR PRADESH,UTTAR PRADESH,2010,196243121.4,68.378,1.1883219057
UTTAR PRADESH,UTTAR PRADESH,2011,199581477,69.72,2.7557667589
UTTAR PRADESH,UTTAR PRADESH,2012,202919832.6,71.062,2.9730952971
UTTAR PRADESH,UTTAR PRADESH,2013,206258188.2,72.404,4.7789617886
UTTAR PRADESH,UTTAR PRADESH,2014,209596543.8,73.746,7.0778838864
UTTAR PRADESH,UTTAR PRADESH,2015,212934899.4,75.088,5.3631415199
BIHAR,BIHAR,2001,82998509,47,0.1000017964
BIHAR,BIHAR,2002,85079121.8,48.682,0.0669964602
BIHAR,BIHAR,2003,87159734.6,50.364,0.0642498514
BIHAR,BIHAR,2004,89240347.4,52.046,0.0661135929
BIHAR,BIHAR,2005,91320960.2,53.728,0.1259294687
BIHAR,BIHAR,2006,93401573,55.41,0.0706626215
BIHAR,BIHAR,2007,95482185.8,57.092,0.7069381522
BIHAR,BIHAR,2008,97562798.6,58.774,0.7851353292
BIHAR,BIHAR,2009,99643411.4,60.456,1.0196359054
BIHAR,BIHAR,2010,101724024.2,62.138,1.8117647375
BIHAR,BIHAR,2011,103804637,63.82,2.1511563111
BIHAR,BIHAR,2012,105885249.8,65.502,2.7331474454
BIHAR,BIHAR,2013,107965862.6,67.184,1.4634255328
BIHAR,BIHAR,2014,110046475.4,68.866,2.0491342333
BIHAR,BIHAR,2015,112127088.2,70.548,1.7096671561
SIKKIM,SIKKIM,2001,540851,68.8,0.9244690312
SIKKIM,SIKKIM,2002,547534.7,70.14,1.0958209589
SIKKIM,SIKKIM,2003,554218.4,71.48,2.706514255
SIKKIM,SIKKIM,2004,560902.1,72.82,1.4262738542
SIKKIM,SIKKIM,2005,567585.8,74.16,4.4046204116
SIKKIM,SIKKIM,2006,574269.5,75.5,6.0946994399
SIKKIM,SIKKIM,2007,580953.2,76.84,5.3360580508
SIKKIM,SIKKIM,2008,587636.9,78.18,4.084154688
SIKKIM,SIKKIM,2009,594320.6,79.52,6.7303741449
SIKKIM,SIKKIM,2010,601004.3,80.86,4.8252566579
SIKKIM,SIKKIM,2011,607688,82.2,4.7721857269
SIKKIM,SIKKIM,2012,614371.7,83.54,4.8830374186
SIKKIM,SIKKIM,2013,621055.4,84.88,6.2796330247
SIKKIM,SIKKIM,2014,627739.1,86.22,14.8150720578
SIKKIM,SIKKIM,2015,634422.8,87.56,10.0879098292
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2001,1097968,54.3,0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2002,1126432.3,55.565,0.5326551804
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2003,1154896.6,56.83,1.5585810886
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2004,1183360.9,58.095,1.8591116201
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2005,1211825.2,59.36,1.8154433494
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2006,1240289.5,60.625,2.1769111163
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2007,1268753.8,61.89,0.3152699917
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2008,1297218.1,63.155,1.8501129455
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2009,1325682.4,64.42,2.4892840095
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2010,1354146.7,65.685,1.4769448539
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2011,1382611,66.95,2.5314423218
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2012,1411075.3,68.215,2.7638496684
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2013,1439539.6,69.48,5.6962656672
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2014,1468003.9,70.745,9.1280411448
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2015,1496468.2,72.01,12.095145089
NAGALAND,NAGALAND,2001,1990036,66.6,0
NAGALAND,NAGALAND,2002,1989092.6,67.951,0
NAGALAND,NAGALAND,2003,1988149.2,69.302,0
NAGALAND,NAGALAND,2004,1987205.8,70.653,0.0503219143
NAGALAND,NAGALAND,2005,1986262.4,72.004,0
NAGALAND,NAGALAND,2006,1985319,73.355,0.705176347
NAGALAND,NAGALAND,2007,1984375.6,74.706,0.3527557989
NAGALAND,NAGALAND,2008,1983432.2,76.057,0.1512529644
NAGALAND,NAGALAND,2009,1982488.8,77.408,0
NAGALAND,NAGALAND,2010,1981545.4,78.759,0.504656618
NAGALAND,NAGALAND,2011,1980602,80.11,1.0097939919
NAGALAND,NAGALAND,2012,1979658.6,81.461,0.6566788839
NAGALAND,NAGALAND,2013,1978715.2,82.812,0.4043027516
NAGALAND,NAGALAND,2014,1977771.8,84.163,1.2640487644
NAGALAND,NAGALAND,2015,1976828.4,85.514,3.0857508927
MANIPUR,MANIPUR,2001,2166788,70.5,0
MANIPUR,MANIPUR,2002,2222284.8,71.435,0
MANIPUR,MANIPUR,2003,2277781.6,72.37,1.5804851527
MANIPUR,MANIPUR,2004,2333278.4,73.305,1.3286027077
MANIPUR,MANIPUR,2005,2388775.2,74.24,0.8372491476
MANIPUR,MANIPUR,2006,2444272,75.175,2.2092467614
MANIPUR,MANIPUR,2007,2499768.8,76.11,1.9601812776
MANIPUR,MANIPUR,2008,2555265.6,77.045,3.4830038803
MANIPUR,MANIPUR,2009,2610762.4,77.98,2.7578151118
MANIPUR,MANIPUR,2010,2666259.2,78.915,2.7379183539
MANIPUR,MANIPUR,2011,2721756,79.85,3.196465811
MANIPUR,MANIPUR,2012,2777252.8,80.785,3.7447077198
MANIPUR,MANIPUR,2013,2832749.6,81.72,4.3420710394
MANIPUR,MANIPUR,2014,2888246.4,82.655,4.7433626162
MANIPUR,MANIPUR,2015,2943743.2,83.59,3.7367389927
MIZORAM,MIZORAM,2001,888573,88.8,0
MIZORAM,MIZORAM,2002,908817.1,89.078,0
MIZORAM,MIZORAM,2003,929061.2,89.356,1.8298041076
MIZORAM,MIZORAM,2004,949305.3,89.634,0
MIZORAM,MIZORAM,2005,969549.4,89.912,7.6324115099
MIZORAM,MIZORAM,2006,989793.5,90.19,3.536091114
MIZORAM,MIZORAM,2007,1010037.6,90.468,6.3363977737
MIZORAM,MIZORAM,2008,1030281.7,90.746,2.1353383254
MIZORAM,MIZORAM,2009,1050525.8,91.024,1.332665985
MIZORAM,MIZORAM,2010,1070769.9,91.302,4.6695373114
MIZORAM,MIZORAM,2011,1091014,91.58,4.7662083163
MIZORAM,MIZORAM,2012,1111258.1,91.858,8.5488690701
MIZORAM,MIZORAM,2013,1131502.2,92.136,6.8934907948
MIZORAM,MIZORAM,2014,1151746.3,92.414,15.4547924313
MIZORAM,MIZORAM,2015,1171990.4,92.692,15.870437164
TRIPURA,TRIPURA,2001,3199203,73.2,0
TRIPURA,TRIPURA,2002,3246385.9,74.655,0
TRIPURA,TRIPURA,2003,3293568.8,76.11,0
TRIPURA,TRIPURA,2004,3340751.7,77.565,1.7660695945
TRIPURA,TRIPURA,2005,3387934.6,79.02,0.8264622345
TRIPURA,TRIPURA,2006,3435117.5,80.475,1.1935545145
TRIPURA,TRIPURA,2007,3482300.4,81.93,1.8091489178
TRIPURA,TRIPURA,2008,3529483.3,83.385,4.6182397293
TRIPURA,TRIPURA,2009,3576666.2,84.84,4.5573165312
TRIPURA,TRIPURA,2010,3623849.1,86.295,6.264057739
TRIPURA,TRIPURA,2011,3671032,87.75,2.7785102391
TRIPURA,TRIPURA,2012,3718214.9,89.205,0.5378925247
TRIPURA,TRIPURA,2013,3765397.8,90.66,2.6557618959
TRIPURA,TRIPURA,2014,3812580.7,92.115,9.6784836581
TRIPURA,TRIPURA,2015,3859763.6,93.57,6.6066222294
MEGHALAYA,MEGHALAYA,2001,2318822,62.6,0
MEGHALAYA,MEGHALAYA,2002,2383340.5,63.888,0.0419579158
MEGHALAYA,MEGHALAYA,2003,2447859,65.176,1.8791932052
MEGHALAYA,MEGHALAYA,2004,2512377.5,66.464,0
MEGHALAYA,MEGHALAYA,2005,2576896,67.752,3.1433166104
MEGHALAYA,MEGHALAYA,2006,2641414.5,69.04,2.687953746
MEGHALAYA,MEGHALAYA,2007,2705933,70.328,2.6238639316
MEGHALAYA,MEGHALAYA,2008,2770451.5,71.616,2.237902378
MEGHALAYA,MEGHALAYA,2009,2834970,72.904,2.9277205755
MEGHALAYA,MEGHALAYA,2010,2899488.5,74.192,3.7937725913
MEGHALAYA,MEGHALAYA,2011,2964007,75.48,3.5087636433
MEGHALAYA,MEGHALAYA,2012,3028525.5,76.768,3.0047625486
MEGHALAYA,MEGHALAYA,2013,3093044,78.056,5.9165016728
MEGHALAYA,MEGHALAYA,2014,3157562.5,79.344,6.7457097049
MEGHALAYA,MEGHALAYA,2015,3222081,80.632,7.9762116471
ASSAM,ASSAM,2001,26655528,63.3,0.0675282065
ASSAM,ASSAM,2002,27106902.4,64.288,0.051647362
ASSAM,ASSAM,2003,27558276.8,65.276,0.0689448043
ASSAM,ASSAM,2004,28009651.2,66.264,0.0749741575
ASSAM,ASSAM,2005,28461025.6,67.252,0.6992017884
ASSAM,ASSAM,2006,28912400,68.24,0.8715983453
ASSAM,ASSAM,2007,29363774.4,69.228,0.5687279766
ASSAM,ASSAM,2008,29815148.8,70.216,0.6137819443
ASSAM,ASSAM,2009,30266523.2,71.204,0.6046284167
ASSAM,ASSAM,2010,30717897.6,72.192,0.641319932
ASSAM,ASSAM,2011,31169272,73.18,0.757155958
ASSAM,ASSAM,2012,31620646.4,74.168,1.2396963523
ASSAM,ASSAM,2013,32072020.8,75.156,1.6151149416
ASSAM,ASSAM,2014,32523395.2,76.144,4.2584729899
ASSAM,ASSAM,2015,32974769.6,77.132,8.5974823612
WEST BENGAL,WEST BENGAL,2001,80176197,68.6,0.2082912463
WEST BENGAL,WEST BENGAL,2002,81293350.9,69.448,0.2152697583
WEST BENGAL,WEST BENGAL,2003,82410504.8,70.296,0.1795887555
WEST BENGAL,WEST BENGAL,2004,83527658.7,71.144,0.2466248943
WEST BENGAL,WEST BENGAL,2005,84644812.6,71.992,0.2788121242
WEST BENGAL,WEST BENGAL,2006,85761966.5,72.84,0.5037197929
WEST BENGAL,WEST BENGAL,2007,86879120.4,73.688,0.4155198606
WEST BENGAL,WEST BENGAL,2008,87996274.3,74.536,0.5829792273
WEST BENGAL,WEST BENGAL,2009,89113428.2,75.384,0.5431280221
WEST BENGAL,WEST BENGAL,2010,90230582.1,76.232,0.97527909
WEST BENGAL,WEST BENGAL,2011,91347736,77.08,1.5873409276
WEST BENGAL,WEST BENGAL,2012,92464889.9,77.928,1.8450246378
WEST BENGAL,WEST BENGAL,2013,93582043.8,78.776,2.7035100937
WEST BENGAL,WEST BENGAL,2014,94699197.7,79.624,5.1837820375
WEST BENGAL,WEST BENGAL,2015,95816351.6,80.472,5.1797004552
JHARKHAND,JHARKHAND,2001,26945829,53.6,0.1521571298
JHARKHAND,JHARKHAND,2002,27547869.9,55.003,0.4029349652
JHARKHAND,JHARKHAND,2003,28149910.8,56.406,0.1243343194
JHARKHAND,JHARKHAND,2004,28751951.7,57.809,0.3895387735
JHARKHAND,JHARKHAND,2005,29353992.6,59.212,0.3304490851
JHARKHAND,JHARKHAND,2006,29956033.5,60.615,0.373881275
JHARKHAND,JHARKHAND,2007,30558074.4,62.018,0.2421618556
JHARKHAND,JHARKHAND,2008,31160115.3,63.421,0.2278553828
JHARKHAND,JHARKHAND,2009,31762156.2,64.824,0.1889040518
JHARKHAND,JHARKHAND,2010,32364197.1,66.227,0.1668510417
JHARKHAND,JHARKHAND,2011,32966238,67.63,0.2578395509
JHARKHAND,JHARKHAND,2012,33568278.9,69.033,0.3366273271
JHARKHAND,JHARKHAND,2013,34170319.8,70.436,0.3775206107
JHARKHAND,JHARKHAND,2014,34772360.7,71.839,1.2164834124
JHARKHAND,JHARKHAND,2015,35374401.6,73.242,1.147722595
ODISHA,ODISHA,2001,36804660,53.6,0.1847592126
ODISHA,ODISHA,2002,37321615.8,55.585,0.1500470942
ODISHA,ODISHA,2003,37838571.6,57.57,0.369992825
ODISHA,ODISHA,2004,38355527.4,59.555,0.336327014
ODISHA,ODISHA,2005,38872483.2,61.54,0.221236188
ODISHA,ODISHA,2006,39389439,63.525,0.3909677414
ODISHA,ODISHA,2007,39906394.8,65.51,0.5036786736
ODISHA,ODISHA,2008,40423350.6,67.495,0.348808295
ODISHA,ODISHA,2009,40940306.4,69.48,0.4738606451
ODISHA,ODISHA,2010,41457262.2,71.465,0.4679517887
ODISHA,ODISHA,2011,41974218,73.45,0.7504606756
ODISHA,ODISHA,2012,42491173.8,75.435,0.983733709
ODISHA,ODISHA,2013,43008129.6,77.42,2.6111342447
ODISHA,ODISHA,2014,43525085.4,79.405,5.0453663211
ODISHA,ODISHA,2015,44042041.2,81.39,5.8171690734
CHHATTISGARH,CHHATTISGARH,2001,20833803,64.7,12.2973227692
CHHATTISGARH,CHHATTISGARH,2002,21304442.3,65.334,3.4405969876
CHHATTISGARH,CHHATTISGARH,2003,21775081.6,65.968,2.81973685
CHHATTISGARH,CHHATTISGARH,2004,22245720.9,66.602,4.2255317516
CHHATTISGARH,CHHATTISGARH,2005,22716360.2,67.236,4.3889073391
CHHATTISGARH,CHHATTISGARH,2006,23186999.5,67.87,5.3391988041
CHHATTISGARH,CHHATTISGARH,2007,23657638.8,68.504,4.3284116756
CHHATTISGARH,CHHATTISGARH,2008,24128278.1,69.138,4.8366484967
CHHATTISGARH,CHHATTISGARH,2009,24598917.4,69.772,5.3701550297
CHHATTISGARH,CHHATTISGARH,2010,25069556.7,70.406,5.8357633424
CHHATTISGARH,CHHATTISGARH,2011,25540196,71.04,6.9772369797
CHHATTISGARH,CHHATTISGARH,2012,26010835.3,71.674,7.2316016702
CHHATTISGARH,CHHATTISGARH,2013,26481474.6,72.308,14.1117519188
CHHATTISGARH,CHHATTISGARH,2014,26952113.9,72.942,16.169418162
CHHATTISGARH,CHHATTISGARH,2015,27422753.2,73.576,16.2966860672
MADHYA PRADESH,MADHYA PRADESH,2001,60348023,63.7,2.3613035343
MADHYA PRADESH,MADHYA PRADESH,2002,61572977.2,64.393,3.7825034713
MADHYA PRADESH,MADHYA PRADESH,2003,62797931.4,65.086,4.2389931335
MADHYA PRADESH,MADHYA PRADESH,2004,64022885.6,65.779,5.7057721872
MADHYA PRADESH,MADHYA PRADESH,2005,65247839.8,66.472,5.7028707945
MADHYA PRADESH,MADHYA PRADESH,2006,66472794,67.165,5.9257325636
MADHYA PRADESH,MADHYA PRADESH,2007,67697748.2,67.858,6.3369906889
MADHYA PRADESH,MADHYA PRADESH,2008,68922702.4,68.551,6.1793862569
MADHYA PRADESH,MADHYA PRADESH,2009,70147656.6,69.244,6.6231720704
MADHYA PRADESH,MADHYA PRADESH,2010,71372610.8,69.937,6.8821918449
MADHYA PRADESH,MADHYA PRADESH,2011,72597565,70.63,6.0346376631
MADHYA PRADESH,MADHYA PRADESH,2012,73822519.2,71.323,7.0005738845
MADHYA PRADESH,MADHYA PRADESH,2013,75047473.4,72.016,10.9890441695
MADHYA PRADESH,MADHYA PRADESH,2014,76272427.6,72.709,19.7777892676
MADHYA PRADESH,MADHYA PRADESH,2015,77497381.8,73.402,16.5928186235
GUJARAT,GUJARAT,2001,50671017,69.1,1.1288504432
GUJARAT,GUJARAT,2002,51642278.1,70.121,1.3748425246
GUJARAT,GUJARAT,2003,52613539.2,71.142,1.2639332197
GUJARAT,GUJARAT,2004,53584800.3,72.163,1.4910944811
GUJARAT,GUJARAT,2005,54556061.4,73.184,1.5323686838
GUJARAT,GUJARAT,2006,55527322.5,74.205,1.7594941661
GUJARAT,GUJARAT,2007,56498583.6,75.226,1.9646510218
GUJARAT,GUJARAT,2008,57469844.7,76.247,1.8688061637
GUJARAT,GUJARAT,2009,58441105.8,77.268,1.6563683845
GUJARAT,GUJARAT,2010,59412366.9,78.289,1.693250164
GUJARAT,GUJARAT,2011,60383628,79.31,1.8730242575
GUJARAT,GUJARAT,2012,61354889.1,80.331,2.1628268252
GUJARAT,GUJARAT,2013,62326150.2,81.352,3.3308651238
GUJARAT,GUJARAT,2014,63297411.3,82.373,5.0855160328
GUJARAT,GUJARAT,2015,64268672.4,83.394,5.6372721961
DAMAN AND DIU,DAMAN AND DIU,2001,158204,78.2,0
DAMAN AND DIU,DAMAN AND DIU,2002,166674.7,79.087,0
DAMAN AND DIU,DAMAN AND DIU,2003,175145.4,79.974,3.4257251404
DAMAN AND DIU,DAMAN AND DIU,2004,183616.1,80.861,1.0892291035
DAMAN AND DIU,DAMAN AND DIU,2005,192086.8,81.748,2.6029898983
DAMAN AND DIU,DAMAN AND DIU,2006,200557.5,82.635,1.4958303728
DAMAN AND DIU,DAMAN AND DIU,2007,209028.2,83.522,1.4352130478
DAMAN AND DIU,DAMAN AND DIU,2008,217498.9,84.409,1.8390897609
DAMAN AND DIU,DAMAN AND DIU,2009,225969.6,85.296,0.8850748065
DAMAN AND DIU,DAMAN AND DIU,2010,234440.3,86.183,0.8530956495
DAMAN AND DIU,DAMAN AND DIU,2011,242911,87.07,1.2350202337
DAMAN AND DIU,DAMAN AND DIU,2012,251381.7,87.957,3.1824114484
DAMAN AND DIU,DAMAN AND DIU,2013,259852.4,88.844,5.3876739257
DAMAN AND DIU,DAMAN AND DIU,2014,268323.1,89.731,2.6087951429
DAMAN AND DIU,DAMAN AND DIU,2015,276793.8,90.618,10.1158335194
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2001,220490,57.6,0
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2002,232726.3,59.605,0
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2003,244962.6,61.61,0.4082255822
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2004,257198.9,63.615,4.276845663
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2005,269435.2,65.62,1.855733772
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2006,281671.5,67.625,5.3253524052
