continent,country,year,pop,lifeExp,gdpPercap
HIMACHAL PRADESH,HIMACHAL PRADESH,2009,6700787.2,82.324,198.7079965769
HIMACHAL PRADESH,HIMACHAL PRADESH,2010,6778648.1,83.052,192.5015107363
HIMACHAL PRADESH,HIMACHAL PRADESH,2011,6856509,83.78,208.7359616971
HIMACHAL PRADESH,HIMACHAL PRADESH,2012,6934369.9,84.508,181.0835040686
HIMACHAL PRADESH,HIMACHAL PRADESH,2013,7012230.8,85.236,196.0859588364
HIMACHAL PRADESH,HIMACHAL PRADESH,2014,7090091.7,85.964,199.7153294928
HIMACHAL PRADESH,HIMACHAL PRADESH,2015,7167952.6,86.692,197.5459491738
PUNJAB,PUNJAB,2001,24358999,69.7,114.0194636077
PUNJAB,PUNJAB,2002,24693522.7,70.398,116.6054772736
PUNJAB,PUNJAB,2003,25028046.4,71.096,114.8951042379
PUNJAB,PUNJAB,2004,25362570.1,71.794,101.0544274454
PUNJAB,PUNJAB,2005,25697093.8,72.492,105.5994900093
PUNJAB,PUNJAB,2006,26031617.5,73.19,123.1886570245
PUNJAB,PUNJAB,2007,26366141.2,73.888,135.7536536291
PUNJAB,PUNJAB,2008,26700664.9,74.586,132.2588786918
PUNJAB,PUNJAB,2009,27035188.6,75.284,131.4767968735
PUNJAB,PUNJAB,2010,27369712.3,75.982,133.8998364261
PUNJAB,PUNJAB,2011,27704236,76.68,125.9121529285
PUNJAB,PUNJAB,2012,28038759.7,77.378,127.6447331584
PUNJAB,PUNJAB,2013,28373283.4,78.076,129.2307255494
PUNJAB,PUNJAB,2014,28707807.1,78.774,129.449107243
PUNJAB,PUNJAB,2015,29042330.8,79.472,130.7849575214
CHANDIGARH,CHANDIGARH,2001,900635,81.9,377.1783241824
CHANDIGARH,CHANDIGARH,2002,916040.1,82.353,415.4839946417
CHANDIGARH,CHANDIGARH,2003,931445.2,82.806,301.2522905266
CHANDIGARH,CHANDIGARH,2004,946850.3,83.259,305.1168701114
CHANDIGARH,CHANDIGARH,2005,962255.4,83.712,325.5892354566
CHANDIGARH,CHANDIGARH,2006,977660.5,84.165,319.7428964349
CHANDIGARH,CHANDIGARH,2007,993065.6,84.618,366.8438419375
CHANDIGARH,CHANDIGARH,2008,1008470.7,85.071,389.7981369216
CHANDIGARH,CHANDIGARH,2009,1023875.8,85.524,347.2100815353
CHANDIGARH,CHANDIGARH,2010,1039280.9,85.977,324.5513315986
CHANDIGARH,CHANDIGARH,2011,1054686,86.43,335.8345517054
CHANDIGARH,CHANDIGARH,2012,1070091.1,86.883,336.9806551984
CHANDIGARH,CHANDIGARH,2013,1085496.2,87.336,375.5886017841
CHANDIGARH,CHANDIGARH,2014,1100901.3,87.789,292.5784536725
CHANDIGARH,CHANDIGARH,2015,1116306.4,88.242,288.5408522248
UTTARAKHAND,UTTARAKHAND,2001,8489349,71.6,95.0956310077
UTTARAKHAND,UTTARAKHAND,2002,8652089.3,72.403,92.1858261449
UTTARAKHAND,UTTARAKHAND,2003,8814829.6,73.206,89.8826223481
UTTARAKHAND,UTTARAKHAND,2004,8977569.9,74.009,96.1730189369
UTTARAKHAND,UTTARAKHAND,2005,9140310.2,74.812,87.8854199062
UTTARAKHAND,UTTARAKHAND,2006,9303050.5,75.615,90.4219535302
UTTARAKHAND,UTTARAKHAND,2007,9465790.8,76.418,101.4072696388
UTTARAKHAND,UTTARAKHAND,2008,9628531.1,77.221,91.9766463651
UTTARAKHAND,UTTARAKHAND,2009,9791271.4,78.024,89.8963948645
UTTARAKHAND,UTTARAKHAND,2010,9954011.7,78.827,92.82689511
UTTARAKHAND,UTTARAKHAND,2011,10116752,79.63,86.7274397949
UTTARAKHAND,UTTARAKHAND,2012,10279492.3,80.433,86.4050455099
UTTARAKHAND,UTTARAKHAND,2013,10442232.6,81.236,91.4172319816
UTTARAKHAND,UTTARAKHAND,2014,10604972.9,82.039,86.3368542884
UTTARAKHAND,UTTARAKHAND,2015,10767713.2,82.842,95.1734115652
HARYANA,HARYANA,2001,21144564,67.9,183.3047964479
HARYANA,HARYANA,2002,21565415.7,68.774,186.1869975453
HARYANA,HARYANA,2003,21986267.4,69.648,175.6187137067
HARYANA,HARYANA,2004,22407119.1,70.522,174.4802614987
HARYANA,HARYANA,2005,22827970.8,71.396,186.8935280047
HARYANA,HARYANA,2006,23248822.5,72.27,217.2540136172
HARYANA,HARYANA,2007,23669674.2,73.144,217.9877913148
HARYANA,HARYANA,2008,24090525.9,74.018,229.7334654699
HARYANA,HARYANA,2009,24511377.6,74.892,229.3995911515
HARYANA,HARYANA,2010,24932229.3,75.766,237.1227991233
HARYANA,HARYANA,2011,25353081,76.64,239.5803492286
HARYANA,HARYANA,2012,25773932.7,77.514,242.4154696423
HARYANA,HARYANA,2013,26194784.4,78.388,275.2379973778
HARYANA,HARYANA,2014,26615636.1,79.262,300.3760635276
HARYANA,HARYANA,2015,27036487.8,80.136,312.4148396228
DELHI,DELHI,2001,13850507,81.7,392.6498863904
DELHI,DELHI,2002,14140779.8,82.164,347.4843728208
DELHI,DELHI,2003,14431052.6,82.628,328.4860870093
DELHI,DELHI,2004,14721325.4,83.092,364.2538870855
DELHI,DELHI,2005,15011598.2,83.556,373.4778885835
DELHI,DELHI,2006,15301871,84.02,378.7968151084
DELHI,DELHI,2007,15592143.8,84.484,359.5721070761
DELHI,DELHI,2008,15882416.6,84.948,310.7209768065
DELHI,DELHI,2009,16172689.4,85.412,310.7151739401
DELHI,DELHI,2010,16462962.2,85.876,311.5599694446
DELHI,DELHI,2011,16753235,86.34,318.4638668293
DELHI,DELHI,2012,17043507.8,86.804,318.520111218
DELHI,DELHI,2013,17333780.6,87.268,462.5880634488
DELHI,DELHI,2014,17624053.4,87.732,883.1906966419
DELHI,DELHI,2015,17914326.2,88.196,1068.290249175
RAJASTHAN,RAJASTHAN,2001,56507188,60.4,274.6287782007
RAJASTHAN,RAJASTHAN,2002,57718570.4,61.066,262.0439123004
RAJASTHAN,RAJASTHAN,2003,58929952.8,61.732,247.0373606001
RAJASTHAN,RAJASTHAN,2004,60141335.2,62.398,257.4917891081
RAJASTHAN,RAJASTHAN,2005,61352717.6,63.064,229.6833873256
RAJASTHAN,RAJASTHAN,2006,62564100,63.73,226.9544355309
RAJASTHAN,RAJASTHAN,2007,63775482.4,64.396,233.4282617673
RAJASTHAN,RAJASTHAN,2008,64986864.8,65.062,232.6223929486
RAJASTHAN,RAJASTHAN,2009,66198247.2,65.728,251.6154234368
RAJASTHAN,RAJASTHAN,2010,67409629.6,66.394,241.7414262131
RAJASTHAN,RAJASTHAN,2011,68621012,67.06,241.3575596932
RAJASTHAN,RAJASTHAN,2012,69832394.4,67.726,244.7975634643
RAJASTHAN,RAJASTHAN,2013,71043776.8,68.392,276.2015321235
RAJASTHAN,RAJASTHAN,2014,72255159.2,69.058,291.2151911777
RAJASTHAN,RAJASTHAN,2015,73466541.6,69.724,269.6193337621
UTTAR PRADESH,UTTAR PRADESH,2001,166197921,56.3,107.1788376944
UTTAR PRADESH,UTTAR PRADESH,2002,169536276.6,57.642,86.1390865299
UTTAR PRADESH,UTTAR PRADESH,2003,172874632.2,58.984,54.995344771
UTTAR PRADESH,UTTAR PRADESH,2004,176212987.8,60.326,73.8770743436
UTTAR PRADESH,UTTAR PRADESH,2005,179551343.4,61.668,68.0072884378
UTTAR PRADESH,UTTAR PRADESH,2006,182889699,63.01,69.4413084468
UTTAR PRADESH,UTTAR PRADESH,2007,186228054.6,64.352,80.6849431589
UTTAR PRADESH,UTTAR PRADESH,2008,189566410.2,65.694,89.1487051011
UTTAR PRADESH,UTTAR PRADESH,2009,192904765.8,67.036,89.6214249985
UTTAR PRADESH,UTTAR PRADESH,2010,196243121.4,68.378,88.756741514
UTTAR PRADESH,UTTAR PRADESH,2011,199581477,69.72,97.7720993617
UTTAR PRADESH,UTTAR PRADESH,2012,202919832.6,71.062,97.6213105746
UTTAR PRADESH,UTTAR PRADESH,2013,206258188.2,72.404,109.7871565615
UTTAR PRADESH,UTTAR PRADESH,2014,209596543.8,73.746,114.7323308105
UTTAR PRADESH,UTTAR PRADESH,2015,212934899.4,75.088,113.6121888341
BIHAR,BIHAR,2001,82998509,47,106.546492299
BIHAR,BIHAR,2002,85079121.8,48.682,110.5324056131
BIHAR,BIHAR,2003,87159734.6,50.364,105.8550722113
BIHAR,BIHAR,2004,89240347.4,52.046,121.0887262862
BIHAR,BIHAR,2005,91320960.2,53.728,107.1495522887
BIHAR,BIHAR,2006,93401573,55.41,107.7765574676
BIHAR,BIHAR,2007,95482185.8,57.092,114.5972927654
BIHAR,BIHAR,2008,97562798.6,58.774,125.7333755902
BIHAR,BIHAR,2009,99643411.4,60.456,123.3709266602
BIHAR,BIHAR,2010,101724024.2,62.138,125.2929197427
BIHAR,BIHAR,2011,103804637,63.82,130.9151536265
BIHAR,BIHAR,2012,105885249.8,65.502,138.4649894834
BIHAR,BIHAR,2013,107965862.6,67.184,155.0999510099
BIHAR,BIHAR,2014,110046475.4,68.866,161.3818155961
BIHAR,BIHAR,2015,112127088.2,70.548,158.3872397393
SIKKIM,SIKKIM,2001,540851,68.8,82.0928499716
SIKKIM,SIKKIM,2002,547534.7,70.14,88.5788608466
SIKKIM,SIKKIM,2003,554218.4,71.48,79.9323876652
SIKKIM,SIKKIM,2004,560902.1,72.82,112.4973502506
SIKKIM,SIKKIM,2005,567585.8,74.16,97.2540186876
SIKKIM,SIKKIM,2006,574269.5,75.5,122.4163916071
SIKKIM,SIKKIM,2007,580953.2,76.84,114.8113135447
SIKKIM,SIKKIM,2008,587636.9,78.18,124.2263717612
SIKKIM,SIKKIM,2009,594320.6,79.52,112.5655075728
SIKKIM,SIKKIM,2010,601004.3,80.86,91.8462646607
SIKKIM,SIKKIM,2011,607688,82.2,98.0766445939
SIKKIM,SIKKIM,2012,614371.7,83.54,85.9414585665
SIKKIM,SIKKIM,2013,621055.4,84.88,137.0248129233
SIKKIM,SIKKIM,2014,627739.1,86.22,169.6564703394
SIKKIM,SIKKIM,2015,634422.8,87.56,120.7396707685
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2001,1097968,54.3,213.3031199452
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2002,1126432.3,55.565,197.7926236668
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2003,1154896.6,56.83,178.4575346399
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2004,1183360.9,58.095,190.6434461372
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2005,1211825.2,59.36,190.1264307757
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2006,1240289.5,60.625,184.9568185492
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2007,1268753.8,61.89,180.1768002586
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2008,1297218.1,63.155,183.0070055298
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2009,1325682.4,64.42,178.1723888014
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2010,1354146.7,65.685,180.1134249339
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2011,1382611,66.95,165.3393470759
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2012,1411075.3,68.215,171.5004153216
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2013,1439539.6,69.48,192.8394328298
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2014,1468003.9,70.745,193.6643356329
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2015,1496468.2,72.01,198.3336498564
NAGALAND,NAGALAND,2001,1990036,66.6,62.0089284817
NAGALAND,NAGALAND,2002,1989092.6,67.951,56.005436851
NAGALAND,NAGALAND,2003,1988149.2,69.302,49.0908831188
NAGALAND,NAGALAND,2004,1987205.8,70.653,49.516763689
NAGALAND,NAGALAND,2005,1986262.4,72.004,52.8127602879
NAGALAND,NAGALAND,2006,1985319,73.355,55.5578221938
NAGALAND,NAGALAND,2007,1984375.6,74.706,59.4645489493
NAGALAND,NAGALAND,2008,1983432.2,76.057,60.6020210824
NAGALAND,NAGALAND,2009,1982488.8,77.408,53.4177040496
NAGALAND,NAGALAND,2010,1981545.4,78.759,53.4431358474
NAGALAND,NAGALAND,2011,1980602,80.11,54.6803446629
NAGALAND,NAGALAND,2012,1979658.6,81.461,55.0599987291
NAGALAND,NAGALAND,2013,1978715.2,82.812,61.4540182438
NAGALAND,NAGALAND,2014,1977771.8,84.163,58.5001768151
NAGALAND,NAGALAND,2015,1976828.4,85.514,65.8630764309
MANIPUR,MANIPUR,2001,2166788,70.5,114.8704903295
MANIPUR,MANIPUR,2002,2222284.8,71.435,116.2767256474
MANIPUR,MANIPUR,2003,2277781.6,72.37,111.3803009033
MANIPUR,MANIPUR,2004,2333278.4,73.305,108.6454149663
MANIPUR,MANIPUR,2005,2388775.2,74.24,121.9453383475
MANIPUR,MANIPUR,2006,2444272,75.175,117.99014185
MANIPUR,MANIPUR,2007,2499768.8,76.11,130.3720568078
MANIPUR,MANIPUR,2008,2555265.6,77.045,131.0626965745
MANIPUR,MANIPUR,2009,2610762.4,77.98,109.2401208168
MANIPUR,MANIPUR,2010,2666259.2,78.915,101.8280593275
MANIPUR,MANIPUR,2011,2721756,79.85,118.2324940222
MANIPUR,MANIPUR,2012,2777252.8,80.785,134.5574302779
MANIPUR,MANIPUR,2013,2832749.6,81.72,112.1878192128
MANIPUR,MANIPUR,2014,2888246.4,82.655,126.0626517184
MANIPUR,MANIPUR,2015,2943743.2,83.59,130.6839536818
MIZORAM,MIZORAM,2001,888573,88.8,252.7648263001
MIZORAM,MIZORAM,2002,908817.1,89.078,310.2934572864
MIZORAM,MIZORAM,2003,929061.2,89.356,371.9884115277
MIZORAM,MIZORAM,2004,949305.3,89.634,159.5903867807
MIZORAM,MIZORAM,2005,969549.4,89.912,222.3713407486
MIZORAM,MIZORAM,2006,989793.5,90.19,209.4376251208
MIZORAM,MIZORAM,2007,1010037.6,90.468,206.2299462911
MIZORAM,MIZORAM,2008,1030281.7,90.746,193.0539967855
MIZORAM,MIZORAM,2009,1050525.8,91.024,194.854805089
MIZORAM,MIZORAM,2010,1070769.9,91.302,203.0314823007
MIZORAM,MIZORAM,2011,1091014,91.58,166.9089489227
MIZORAM,MIZORAM,2012,1111258.1,91.858,158.9189766086
MIZORAM,MIZORAM,2013,1131502.2,92.136,151.0381508759
MIZORAM,MIZORAM,2014,1151746.3,92.414,185.8048078817
MIZORAM,MIZORAM,2015,1171990.4,92.692,190.1039462439
TRIPURA,TRIPURA,2001,3199203,73.2,87.5530561831
TRIPURA,TRIPURA,2002,3246385.9,74.655,94.7207169671
TRIPURA,TRIPURA,2003,3293568.8,76.11,106.6927765408
TRIPURA,TRIPURA,2004,3340751.7,77.565,92.2247528902
TRIPURA,TRIPURA,2005,3387934.6,79.02,99.0574021116
TRIPURA,TRIPURA,2006,3435117.5,80.475,114.6976777359
TRIPURA,TRIPURA,2007,3482300.4,81.93,122.7062432638
TRIPURA,TRIPURA,2008,3529483.3,83.385,151.183602427
TRIPURA,TRIPURA,2009,3576666.2,84.84,153.3830582233
TRIPURA,TRIPURA,2010,3623849.1,86.295,160.188789318
TRIPURA,TRIPURA,2011,3671032,87.75,158.0754403666
TRIPURA,TRIPURA,2012,3718214.9,89.205,168.4679387413
TRIPURA,TRIPURA,2013,3765397.8,90.66,164.922813733
TRIPURA,TRIPURA,2014,3812580.7,92.115,144.2330125629
TRIPURA,TRIPURA,2015,3859763.6,93.57,121.561849021
MEGHALAYA,MEGHALAYA,2001,2318822,62.6,72.7524579291
MEGHALAYA,MEGHALAYA,2002,2383340.5,63.888,69.817971876
MEGHALAYA,MEGHALAYA,2003,2447859,65.176,68.1820317265
MEGHALAYA,MEGHALAYA,2004,2512377.5,66.464,69.734743286
MEGHALAYA,MEGHALAYA,2005,2576896,67.752,72.9559904629
MEGHALAYA,MEGHALAYA,2006,2641414.5,69.04,73.2562042042
MEGHALAYA,MEGHALAYA,2007,2705933,70.328,76.8311706166
MEGHALAYA,MEGHALAYA,2008,2770451.5,71.616,83.6686727777
MEGHALAYA,MEGHALAYA,2009,2834970,72.904,86.3501201071
MEGHALAYA,MEGHALAYA,2010,2899488.5,74.192,86.3945485557
MEGHALAYA,MEGHALAYA,2011,2964007,75.48,92.9484984347
MEGHALAYA,MEGHALAYA,2012,3028525.5,76.768,84.4305256799
MEGHALAYA,MEGHALAYA,2013,3093044,78.056,105.365458752
MEGHALAYA,MEGHALAYA,2014,3157562.5,79.344,116.5139249025
MEGHALAYA,MEGHALAYA,2015,3222081,80.632,126.5952035346
ASSAM,ASSAM,2001,26655528,63.3,138.3465373487
ASSAM,ASSAM,2002,27106902.4,64.288,134.0839298554
ASSAM,ASSAM,2003,27558276.8,65.276,138.5971999526
ASSAM,ASSAM,2004,28009651.2,66.264,145.2178026408
ASSAM,ASSAM,2005,28461025.6,67.252,147.5913081642
ASSAM,ASSAM,2006,28912400,68.24,151.0528354616
ASSAM,ASSAM,2007,29363774.4,69.228,154.2104205786
ASSAM,ASSAM,2008,29815148.8,70.216,178.8788657664
ASSAM,ASSAM,2009,30266523.2,71.204,182.7530689088
ASSAM,ASSAM,2010,30717897.6,72.192,200.7559267337
ASSAM,ASSAM,2011,31169272,73.18,214.0377227931
ASSAM,ASSAM,2012,31620646.4,74.168,245.6686021447
ASSAM,ASSAM,2013,32072020.8,75.156,271.8444233486
ASSAM,ASSAM,2014,32523395.2,76.144,290.0588927444
ASSAM,ASSAM,2015,32974769.6,77.132,314.2281242808
WEST BENGAL,WEST BENGAL,2001,80176197,68.6,76.7846347214
WEST BENGAL,WEST BENGAL,2002,81293350.9,69.448,72.5299170808
WEST BENGAL,WEST BENGAL,2003,82410504.8,70.296,74.2308279126
WEST BENGAL,WEST BENGAL,2004,83527658.7,71.144,83.0263903949
WEST BENGAL,WEST BENGAL,2005,84644812.6,71.992,78.452533546
WEST BENGAL,WEST BENGAL,2006,85761966.5,72.84,79.3498595907
WEST BENGAL,WEST BENGAL,2007,86879120.4,73.688,93.3503926221
WEST BENGAL,WEST BENGAL,2008,87996274.3,74.536,119.7993901885
WEST BENGAL,WEST BENGAL,2009,89113428.2,75.384,126.8450807956
WEST BENGAL,WEST BENGAL,2010,90230582.1,76.232,143.6497437824
WEST BENGAL,WEST BENGAL,2011,91347736,77.08,156.7603164243
WEST BENGAL,WEST BENGAL,2012,92464889.9,77.928,174.5819415073
WEST BENGAL,WEST BENGAL,2013,93582043.8,78.776,181.1618908028
WEST BENGAL,WEST BENGAL,2014,94699197.7,79.624,203.8538917843
WEST BENGAL,WEST BENGAL,2015,95816351.6,80.472,187.3385878324
JHARKHAND,JHARKHAND,2001,26945829,53.6,94.4376214961
JHARKHAND,JHARKHAND,2002,27547869.9,55.003,114.1249763199
JHARKHAND,JHARKHAND,2003,28149910.8,56.406,114.3982310594
JHARKHAND,JHARKHAND,2004,28751951.7,57.809,109.345620527
JHARKHAND,JHARKHAND,2005,29353992.6,59.212,119.8303770098
JHARKHAND,JHARKHAND,2006,29956033.5,60.615,121.3912382626
JHARKHAND,JHARKHAND,2007,30558074.4,62.018,125.953617025
JHARKHAND,JHARKHAND,2008,31160115.3,63.421,124.1523005533
JHARKHAND,JHARKHAND,2009,31762156.2,64.824,117.8635347181
JHARKHAND,JHARKHAND,2010,32364197.1,66.227,120.1605585328
JHARKHAND,JHARKHAND,2011,32966238,67.63,108.7112214624
JHARKHAND,JHARKHAND,2012,33568278.9,69.033,121.9782525103
JHARKHAND,JHARKHAND,2013,34170319.8,70.436,141.0815007941
JHARKHAND,JHARKHAND,2014,34772360.7,71.839,130.376537823
JHARKHAND,JHARKHAND,2015,35374401.6,73.242,127.351977595
ODISHA,ODISHA,2001,36804660,53.6,126.7801414277
ODISHA,ODISHA,2002,37321615.8,55.585,127.8829948193
ODISHA,ODISHA,2003,37838571.6,57.57,124.954505418
ODISHA,ODISHA,2004,38355527.4,59.555,127.0716460022
ODISHA,ODISHA,2005,38872483.2,61.54,132.9603764547
ODISHA,ODISHA,2006,39389439,63.525,134.0257727458
ODISHA,ODISHA,2007,39906394.8,65.51,137.5017720218
ODISHA,ODISHA,2008,40423350.6,67.495,140.401523272
ODISHA,ODISHA,2009,40940306.4,69.48,136.1494451346
ODISHA,ODISHA,2010,41457262.2,71.465,136.1860311171
ODISHA,ODISHA,2011,41974218,73.45,145.9872343542
ODISHA,ODISHA,2012,42491173.8,75.435,159.9320374623
ODISHA,ODISHA,2013,43008129.6,77.42,166.7545198246
ODISHA,ODISHA,2014,43525085.4,79.405,171.3241899808
ODISHA,ODISHA,2015,44042041.2,81.39,189.2736978776
CHHATTISGARH,CHHATTISGARH,2001,20833803,64.7,184.6038382911
CHHATTISGARH,CHHATTISGARH,2002,21304442.3,65.334,178.1318631373
CHHATTISGARH,CHHATTISGARH,2003,21775081.6,65.968,176.5733911188
CHHATTISGARH,CHHATTISGARH,2004,22245720.9,66.602,188.4722018606
CHHATTISGARH,CHHATTISGARH,2005,22716360.2,67.236,192.0774262067
CHHATTISGARH,CHHATTISGARH,2006,23186999.5,67.87,194.8376287324
CHHATTISGARH,CHHATTISGARH,2007,23657638.8,68.504,193.78518874
CHHATTISGARH,CHHATTISGARH,2008,24128278.1,69.138,213.2021182233
CHHATTISGARH,CHHATTISGARH,2009,24598917.4,69.772,208.8303284436
CHHATTISGARH,CHHATTISGARH,2010,25069556.7,70.406,219.2220654624
CHHATTISGARH,CHHATTISGARH,2011,25540196,71.04,224.0311703168
CHHATTISGARH,CHHATTISGARH,2012,26010835.3,71.674,209.9048314684
CHHATTISGARH,CHHATTISGARH,2013,26481474.6,72.308,214.7539019598
CHHATTISGARH,CHHATTISGARH,2014,26952113.9,72.942,215.9385353443
CHHATTISGARH,CHHATTISGARH,2015,27422753.2,73.576,206.7334362328
MADHYA PRADESH,MADHYA PRADESH,2001,60348023,63.7,301.1548530761
MADHYA PRADESH,MADHYA PRADESH,2002,61572977.2,64.393,311.4986617863
MADHYA PRADESH,MADHYA PRADESH,2003,62797931.4,65.086,304.2743538524
MADHYA PRADESH,MADHYA PRADESH,2004,64022885.6,65.779,307.4947312278
MADHYA PRADESH,MADHYA PRADESH,2005,65247839.8,66.472,289.9283724639
MADHYA PRADESH,MADHYA PRADESH,2006,66472794,67.165,292.9183328747
MADHYA PRADESH,MADHYA PRADESH,2007,67697748.2,67.858,298.9552908054
MADHYA PRADESH,MADHYA PRADESH,2008,68922702.4,68.551,299.6922535063
MADHYA PRADESH,MADHYA PRADESH,2009,70147656.6,69.244,296.1781049718
MADHYA PRADESH,MADHYA PRADESH,2010,71372610.8,69.937,300.2118005749
MADHYA PRADESH,MADHYA PRADESH,2011,72597565,70.63,299.0375779133
MADHYA PRADESH,MADHYA PRADESH,2012,73822519.2,71.323,298.4658372374
MADHYA PRADESH,MADHYA PRADESH,2013,75047473.4,72.016,303.0788242366
MADHYA PRADESH,MADHYA PRADESH,2014,76272427.6,72.709,357.1710099863
MADHYA PRADESH,MADHYA PRADESH,2015,77497381.8,73.402,346.6104192955
GUJARAT,GUJARAT,2001,50671017,69.1,204.0989230589
GUJARAT,GUJARAT,2002,51642278.1,70.121,206.565248329
GUJARAT,GUJARAT,2003,52613539.2,71.142,197.1146620754
GUJARAT,GUJARAT,2004,53584800.3,72.163,196.8263377105
GUJARAT,GUJARAT,2005,54556061.4,73.184,207.8852415105
GUJARAT,GUJARAT,2006,55527322.5,74.205,217.860315523
GUJARAT,GUJARAT,2007,56498583.6,75.226,218.0497140817
GUJARAT,GUJARAT,2008,57469844.7,76.247,215.4312416299
GUJARAT,GUJARAT,2009,58441105.8,77.268,197.0924376315
GUJARAT,GUJARAT,2010,59412366.9,78.289,195.9844491568
GUJARAT,GUJARAT,2011,60383628,79.31,204.312003247
GUJARAT,GUJARAT,2012,61354889.1,80.331,212.0792685126
GUJARAT,GUJARAT,2013,62326150.2,81.352,252.598627534
GUJARAT,GUJARAT,2014,63297411.3,82.373,207.567730341
GUJARAT,GUJARAT,2015,64268672.4,83.394,197.5068027078
DAMAN AND DIU,DAMAN AND DIU,2001,158204,78.2,151.0707693864
DAMAN AND DIU,DAMAN AND DIU,2002,166674.7,79.087,156.5924522438
DAMAN AND DIU,DAMAN AND DIU,2003,175145.4,79.974,153.5866771265
DAMAN AND DIU,DAMAN AND DIU,2004,183616.1,80.861,107.8336812513
DAMAN AND DIU,DAMAN AND DIU,2005,192086.8,81.748,126.5053090582
DAMAN AND DIU,DAMAN AND DIU,2006,200557.5,82.635,143.5997157922
DAMAN AND DIU,DAMAN AND DIU,2007,209028.2,83.522,124.3851308101
DAMAN AND DIU,DAMAN AND DIU,2008,217498.9,84.409,114.0235651767
DAMAN AND DIU,DAMAN AND DIU,2009,225969.6,85.296,122.1403233001
DAMAN AND DIU,DAMAN AND DIU,2010,234440.3,86.183,86.5892084253
DAMAN AND DIU,DAMAN AND DIU,2011,242911,87.07,92.2148441199
DAMAN AND DIU,DAMAN AND DIU,2012,251381.7,87.957,95.0745420212
DAMAN AND DIU,DAMAN AND DIU,2013,259852.4,88.844,94.6691275509
DAMAN AND DIU,DAMAN AND DIU,2014,268323.1,89.731,86.8356097556
DAMAN AND DIU,DAMAN AND DIU,2015,276793.8,90.618,109.106490102
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2001,220490,57.6,158.7373577033
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2002,232726.3,59.605,149.9615642925
DADRA NAGAR HAVELI,DADRA NAGAR HAVELI,2003,244962.6,61.61,137.9802467805
